meta_ref_id,quote,reports_any_result,reports_quantitative_result,reports_limitation
"Oldfield, E.E., Bradford, M.A., Wood, S.A., 2019. Global meta-analysis of the relationship between soil organic matter and crop yields. Soils 5, 15â€“32. https://doi.org/ 10.5194/soil-5-15-2019.","In tropical regions its presence is essential for promoting the sustainability of agricultural systems, combatting soil degradation (Lal, 2020), and increasing productivity (Lal, 2020; Oldfield et al., 2019) with minimal environmental impact.",TRUE,FALSE,FALSE
"Ortega-Morales O, Montero-MuÃ±oz JL, Baptista Neto JA et al (2019) Deterioration and microbial colonization of cultural heritage stone buildings in polluted and unpolluted tropical and subtropical climates: a meta-analysis. Int Biodeterior Biodegrad 143:104734. https:// doi. org/ 10. 1016/j. ibiod. 2019. 104734","Generally, microbial colonization is initiated by diverse phototrophic microorganisms such as Cyanobacteria and algae, which promote the further colonization of heterotrophic or chemoorganotrophic fungi and bacteria [1, 17, 21].",TRUE,FALSE,FALSE
"Ortega-Morales O, Montero-MuÃ±oz JL, Baptista Neto JA et al (2019) Deterioration and microbial colonization of cultural heritage stone buildings in polluted and unpolluted tropical and subtropical climates: a meta-analysis. Int Biodeterior Biodegrad 143:104734. https:// doi. org/ 10. 1016/j. ibiod. 2019. 104734","Water is one of the main factors influencing the growth of microorganisms, and the availability of water can affect the biofilm composition [1, 12, 17, 23, 25â€“27, 34].",TRUE,FALSE,FALSE
"Ortega-Morales O, Montero-MuÃ±oz JL, Baptista Neto JA et al (2019) Deterioration and microbial colonization of cultural heritage stone buildings in polluted and unpolluted tropical and subtropical climates: a meta-analysis. Int Biodeterior Biodegrad 143:104734. https:// doi. org/ 10. 1016/j. ibiod. 2019. 104734","Inorganic acids secreted by microorganisms and some anionic sugar molecules in extracellular polymeric substances can react with the calcium leached from stone, which also contributes to the formation of calcium salts [1, 10, 15, 17].",TRUE,FALSE,FALSE
"Ortega-Morales O, Montero-MuÃ±oz JL, Baptista Neto JA et al (2019) Deterioration and microbial colonization of cultural heritage stone buildings in polluted and unpolluted tropical and subtropical climates: a meta-analysis. Int Biodeterior Biodegrad 143:104734. https:// doi. org/ 10. 1016/j. ibiod. 2019. 104734","The minerals can lead to permanent damage of stone monuments such as cracking, powdering, disfigurement, and displacement [1, 2, 9, 17]",TRUE,FALSE,FALSE
"Osipitan OA, Dille JA, Assefa Y, et al. (2019) Impact of cover crop management on level of weed suppression: a metaanalysis. Crop Sci 59:833â€“842.",The two crop species (A. sativaâ€”oat and B. junceaâ€”Brown mustard) were included because they are often expected to suppress invasive agricultural weeds in annual cropping systems (Fradgley et al. 2017; Lefebvre et al. 2018; Osipitan et al. 2019; Smith et al. 2015; Wagg et al. 2021).,TRUE,FALSE,FALSE
"Oâ€™Connor JJ, Fest BJ, Sievers M, Swearer SE (2019) Impacts of land management practices on blue carbon stocks and greenhouse gas fluxes in coastal ecosystemsâ€”a meta-analysis. Global Change Biology 26:1354â€“1366. https://doi.org/10.1111/gcb.14946","However, while many studies have focused on the impact of land use and land cover change on carbon stocks, fewer have analyzed the effects on coastal wetland GHG emissions (Oâ€™Connor et al. 2019; Sasmito et al. 2019).",FALSE,FALSE,FALSE
"P. Ssentongo, E.S. Heilbrunn, A.E. Ssentongo, S. Advani, V.M. Chinchilli, J.J. Nunez, and P. Du, Epidemiology and outcomes of COVID-19 in HIV-infected individuals: a systematic review and meta-analysis. Sci. Rep. 11(1) (2021), pp. 1â€“12.","COVID-19 a communicable disease caused by the novel coronavirus (SARS-CoV-2) was discovered for the first time in the middle of December 2019 in China and it has been declared an extremely contagious acute respiratory disease [31,24,26,7,20,22,27].",FALSE,FALSE,FALSE
"P.J. Carrick, K.J. Forsythe. The species composition-ecosystem function relationship: A global meta-analysis using data from intact and recovering ecosystems. PloS one, 15 (7) (2020), Article e0236550, 10.1371/journal.pone.0236550","The abundance of species in a community (i.e. community composition) can be another important driver of ecosystem functions (Carrick & Forsythe, 2020) and thus, exploring the relationships driven by species composition in the context of erosion can provide valuable insights.",TRUE,FALSE,FALSE
"P.J. Carrick, K.J. Forsythe. The species composition-ecosystem function relationship: A global meta-analysis using data from intact and recovering ecosystems. PloS one, 15 (7) (2020), Article e0236550, 10.1371/journal.pone.0236550","At the community level different components of biodiversity, such as taxonomic diversity, community composition and the distribution of traits within the community are known to influence ecosystem processes (Carrick & Forsythe, 2020; Mouillot, VillÃ©ger, Scherer-Lorenzen, & Mason, 2011).",TRUE,FALSE,FALSE
"PRUGH, L. R., AND C. D. GOLDEN. 2014. Does moonlight increase predation risk? Meta-analysis reveals divergent responses of nocturnal mammals to lunar cycles. Journal of Animal Ecology 83:504â€“514","It has been argued that interactions between predators and prey drive animal responses to lunar illumination (Prugh and Golden, 2014).",TRUE,FALSE,FALSE
"Palaoro AV, Peixoto PEC. 2021. The hidden links between animal weapons, fighting style, and their effect on contest success: a meta-analysis. Biological Reviews 97: 1948â€“1966.","Although most of the research on animal weapons relates to understanding variation in weapon size, other components of the weapons also vary, such as their shape and performance (Palaoro & Peixoto, 2021)",FALSE,FALSE,FALSE
"Palaoro AV, Peixoto PEC. 2021. The hidden links between animal weapons, fighting style, and their effect on contest success: a meta-analysis. Biological Reviews 97: 1948â€“1966.","Together, the size, shape and performance abilities of animal weapons provide insights into the costs and benefits associatedwith these structures (Palaoro et al., 2020a, b; Palaoro & Peixoto, 2021).",TRUE,FALSE,FALSE
"Palaoro, A. V., & Peixoto, P. E. C. (2022). The hidden links between an- imal weapons, fighting style, and their effect on contest success: A meta-analysis. Biological Reviews, 97, 1948â€“1966. https://doi. org/10.1111/brv.12877","Weapon size is one of the most critical factors determining the outcome of an agonistic in- teraction (Palaoro & Peixoto, 2022) and, in general, males with larger weapons are more likely to win most agonistic interactions for access to mates (Vieira & Peixoto, 2013).",TRUE,FALSE,FALSE
"Palaoro, A. V., & Peixoto, P. E. C. (2022). The hidden links between an- imal weapons, fighting style, and their effect on contest success: A meta-analysis. Biological Reviews, 97, 1948â€“1966. https://doi. org/10.1111/brv.12877","Despite the strong predictive power of weapon size on the outcome of agonistic interactions, other characteristics of this at- tribute, such as morphology and performance, can be critical in determining winners (Palaoro & Peixoto, 2022).",TRUE,TRUE,FALSE
"Palmer, A. R. (1999). Detecting publication bias in meta-analyses: A case study of fluctuating asymmetry and sexual selection. The American Naturalist, 154, 220â€“233.","Its importance for mate choice has, however, been highly debated due to possible methodological flaws when analyzing asymmetries (Swaddle, 2003; Swaddle et al., 1994), publication bias inflating the apparent generality of the proposed effects (Palmer, 1999; Palmer & Strobeck, 2003), and retracted publications (Abbott, 2004; Palestis et al., 2014)",FALSE,FALSE,FALSE
"Pang, X., Liu, C., Shi, L., Liu, R., Liang, D., Li, H., Cherny, S. S., & Chen, S. (2012). Utility of the trnHâ€“psbA intergenic spacer region and its combinations as plant DNA barcodes: A meta-analysis. PLoS One, 7(11), e0048833","The first two of these fragments, rbcL and matK, have been adopted by the Consortium for the Barcode of Life (CBOL) (CBOL Plant Working Group, 2009) as the core twolocus barcode for plants while trnH-psbA has been widely used as a single locus or in combination with other loci (Pang et al., 2012; Yao et al., 2009)",FALSE,FALSE,FALSE
"Papadatou-Pastou M, Ntolka E, Schmitz J, Martin M, MunafÃ² MR, Ocklenburg S, Paracchini S. 2020. Human handedness: a meta-analysis. Psychol Bull. 146(6):481â€“524. doi:10.1037/bul0000229","Several studies revealed that manual lateralisation in humans occurs at population level, as 90% of humans are right-handed (Marchant et al. 1995; Cashmore et al. 2008; Annett 2009; Papadatou-Pastou et al. 2020).",TRUE,FALSE,FALSE
"Papademetriou E, Sheu C-F, Michel GF. 2005. A meta-analysis of primate hand preferences, particularly for reaching. J Comp Psychol. 119(1):33â€“48. doi:10.1037/0735-7036.119.1.33","The z-scores were calculated with the formula [R âˆ’ (R + L)/2]/âˆš[(R + L)/4], with R and L corresponding to the number of right-hand and left-hand uses, respectively (McGrew & Marchant 1997; Papademetriou et al. 2005; Schnoell et al. 2014).",FALSE,FALSE,FALSE
"Paradies Y, Ben J, Denson N et al. Racism as a determinant of health: a systematic review and meta-analysis. PLoS One 2015;10:e0138511. doi: 10.1371/journal.pone.0138511.","Persisting major inequalities in physical and mental health in racialized societies show the pernicious effect of these categorizations [2, 133], highlighting the need for broad, deep and transformative action to challenge the drivers and determinants of racism and discrimination [134].",FALSE,FALSE,FALSE
"Parkhurst T, Prober SM, Hobbs RJ, Standish RJ (2022) Global meta-analysis reveals incomplete recovery of soil conditions and invertebrate assemblages after ecological restoration in agricultural landscapes. Journal of Applied Ecology 59:358â€“372. https://doi.org/10.1111/1365-2664.13852",meta-analysis evaluating persistence of legacy effects for 42 studies involving restoration of agricultural old fields found that soil conditions and soil invertebrate richness and abundance had largely not converged with those of reference ecosystems even 50 years following restoration (Parkhurst et al. 2022).,TRUE,TRUE,FALSE
"Paxton, A. B., Shertzer, K. W., Bacheler, N. M., Kellison, G. T., Riley, K. L., & Taylor, J. C. (2020). Meta-analysis reveals artificial reefs can be effective tools for fish community enhancement but are not one-size-fits-all. Frontiers in Marine Science, 7, 282.","Although restoration may not lead to full recovery of biodiversity relative to reference habitats (Benayas et al., 2009; Crouzeilles et al., 2016) and biodiversity surveys can be incomplete measures of community structure (Martin et al., 2019; Meyer et al., 2015), our finding that taxa richness on restored reefs approximated reference reefs also supports prior work in freshwater wetlands, rocky reefs, and coral reefs (Meli et al., 2014; Paxton et al., 2020).",TRUE,FALSE,FALSE
"Paxton, A. B., Shertzer, K. W., Bacheler, N. M., Kellison, G. T., Riley, K. L., & Taylor, J. C. (2020). Meta-analysis reveals artificial reefs can be effective tools for fish community enhancement but are not one-size-fits-all. Frontiers in Marine Science, 7, 282.","Our results add to synthesis studies across a range of coastal ecosystems indicating that restoration enhances populations of foundation species (Bayraktarov et al., 2016; Bosire et al., 2008; van Katwijk et al., 2015) and increases habitat provisioning (Baumann et al., 2020; Hollweg et al., 2020; Minello et al., 2003; Ning et al., 2021; Paxton et al., 2020)",TRUE,FALSE,FALSE
"Pellegrino E, Ã–pik M, Bonari E, Ercoli L (2015) Responses of wheat to arbuscular mycorrhizal fungi: a meta-analysis of field studies from 1975 to 2013. Soil Biol Biochem 84:210â€“217",Previous studies have shown that the AMF effectively promote the absorption of nutrients such as N for their host plants through hyphal networks embedded in the soil [23â€“25].,TRUE,FALSE,FALSE
"Pelosi, J.A., Sessa, E.B., 2021. From genomes to populations: A meta-analysis and review of fern population genetics. Int. J. Plant Sci. 182, 325â€“343.","In the past two decades, genome-wide multi-locus approaches have been used to resolve difficult phylogenies, uncover cryptic diversity and detect hybridization and introgression in many taxonomic groups including flowering plants (Morales-Briones et al., 2018; Spriggs et al., 2019) and animals (MacGuigan and Near, 2019; Poelstra et al., 2021), but they have not yet been widely used in fern lineages (Wang et al., 2020; Reviewed by Pelosi and Sessa, 2021).",TRUE,FALSE,FALSE
