article_id,meta_ref_id,is_meta_ref_meta_analysis,meta_ref_section,meta_ref_section_adj,meta_ref_quotes
07374038_004995,"hoya s, watanabe y, shibuya m, someya t. 2018. updated meta-analysis of cmya5 rs3828611 and rs4704591 with schizophrenia in asian populations. early interv psychiatry. 12: 938–941.",TRUE,results,results/discussion/conclusion,"previous gwas (genome-wide association study) have found that variants in cmya5 are associated with schizophrenia (chen et al. 2011; hoya et al. 2018), implying that this hc-gssv in cmya5 may play a role in the brain evolution of great ape species.;table 1: the gene functions and disease are collected from genecard, mgi database, and literatures"
07374038_004995,"hoya s, watanabe y, shibuya m, someya t. 2018. updated meta-analysis of cmya5 rs3828611 and rs4704591 with schizophrenia in asian populations. early interv psychiatry. 12: 938–941.",TRUE,discussion/conclusion,results/discussion/conclusion,"for example, a 264-bp ins changes the coding sequence of cmya5, and previous human studies suggest its involvement in schizophrenia (chen et al. 2011; hoya et al. 2018)."
07374038_006118,"solberg od, mack sj, lancaster ak, single rm, tsai y, sanchez-mazas a, thomson g. 2008. balancing selection and heterogeneity across the classical human leukocyte antigen loci: a meta-analytic review of 497 population studies. hum immunol. 69:443–464.",TRUE,results,results/discussion/conclusion,"however, past
 studies have indicated that the mhc region has undergone
 balancing selection (e.g., solberg et al. 2008; cagliani et al.
 2011)."
07374038_010877,"haenel q, laurentino tg, roesti m, berner d. 2018. meta-analysis of chromosome-scale crossover rate variation in eukaryotes and its significance to evolutionary genomics. mol ecol. 27: 2477–2497.",TRUE,discussion/conclusion,results/discussion/conclusion,"this can be explained by variation in recombination rate, with crossovers concentrated towards telomeres (haenel et al. 2018), as neutral alleles are more likely to introgress if they can quickly recombine away from the barrier loci they are linked to."
07374038_012021,"haenel q, laurentino tg, roesti m, berner d. 2018. meta-analysis of chromosome-scale crossover rate variation in eukaryotes and its significance to evolutionary genomics. mol ecol. 27: 2477–2497.",TRUE,discussion/conclusion,results/discussion/conclusion,"local recombination rate is a critical population genetics parameter that can affect ils, gene flow, and genetic diversity (ortíz-barrientos et al. 2002; nachman and payseur 2012; haenel et al. 2018)."
07374038_012029,"coelho avc, gratton r, de melo jpb, andrade-santos jl, guimarães rl, crovella s, tricarico pm, brandão lac. 2021. hiv-1 infection transcriptomics: meta-analysis of cd4+ t cells gene expression profiles. viruses 13:244",TRUE,results,results/discussion/conclusion,"we took advantage of the recent demonstration that human cellular senescence can be empirically deduced from transcriptomes through differential expression of a set of 125 biomarker genes, known as senmayo biomarkers (saul et al. 2022), to search for evidence of an alteration of cellular senescence associated with various viral infection (kaczkowski et al. 2012; jagya et al. 2014; peng et al. 2014; bercovich-kinori et al. 2016; devadas et al. 2016; hu et al. 2016; tang et al. 2016; zhang et al. 2016; boldanova et al. 2017; deshiere et al. 2017; harden et al. 2017; hojka-osinska et al. 2017; klymenko et al. 2017; mcgrath et al. 2017; oberstein and shenk 2017; oh et al. 2017; journo et al. 2018; tso et al. 2018; golumbeanu et al. 2019; mrozek-gorska et al. 2019; wang et al. 2019; blanco-melo et al. 2020; dissanayake et al. 2020; li et al. 2020; seelbinder et al. 2020; sen et al. 2020; sheng et al. 2020; thompson et al. 2020; winer et al. 2020; zhuravlev et al. 2020; bauby et al. 2021; chandrashekar et al. 2021; chow et al. 2021; coelho et al. 2021; dapat et al. 2021; van der heijden et al. 2021; hong et al. 2021; tegtmeyer et al. 2021; tsalik et al. 2021; yanagi et al. 2021; yuan et al. 2021; alberts et al. 2022; bell et al. 2022; montanari et al. 2022; park et al. 2022; van solingen et al. 2022; zai et al. 2022) and gse53993, gse78711, gse82232, gse84346, gse84897, gse87750, gse89008, gse92496, gse93385, gse97672, gse101760, gse102924, gse186908, gse192528, gse194179)."
07374038_012092,"chen xl, li c, sun h-t, ma j, qi y, qin s-y. 2019. prevalence of avian influenza viruses and their associated antibodies in wild birds in
 china: a systematic review and meta-analysis. microb pathog.
 135:103613.",TRUE,discussion/conclusion,results/discussion/conclusion,"however, the isolation rate for our swab samples was
 4.00% (52/1,301) (table 1), which is not a low isolation
 rate compared with other studies (chen et al. 2006, 2019;
 baumer et al. 2010; sivay et al. 2012; lewis et al. 2013; na
 et al. 2021)."
08739749_003734,"simons mjp, verhulst s (2011) zebra finch females prefer males with redder bills independent of song rate—a meta-analysis. behav ecol 22(4):755–762. https://doi.org/10.1093/beheco/arr043",TRUE,discussion/conclusion,results/discussion/conclusion,"bill ornamentation is a social signal in songbirds, including the zebra finch (simons and verhulst 2011) that can also be affected by stress (mcgraw et al. 2011)."
08739749_003787,"shuman-goodier me, propper cr (2016) a meta-analysis synthesizing
 the effects of pesticides on swim speed and activity of aquatic vertebrates.
 sci total environ 565:758–766",TRUE,introduction,introduction,"increasing evidence demonstrates effects
 on a wide range of amphibian behaviours, such as reduced
 rates of activity (e.g. swimming, feeding, and breeding) or
 ability of tadpoles to escape predation (shuman-goodier and propper 2016; sievers et al. 2019)."
08739749_003787,"sievers m, hale r, parris km, melvin sd, lanctot cm, swearer se
 (2019) contaminant-induced behavioural changes in amphibians:
 a meta-analysis. sci total environ 693:133570",TRUE,introduction,introduction,"increasing evidence demonstrates effects
 on a wide range of amphibian behaviours, such as reduced
 rates of activity (e.g. swimming, feeding, and breeding) or
 ability of tadpoles to escape predation (shuman-goodier and propper 2016; sievers et al. 2019)."
08739749_008127,"santos esa, nakagawa s (2012) the costs of parental care: a metaanalysis
 of the trade-off between parental effort and survival in
 birds. j evol biol 25:1911–1917.",TRUE,discussion/conclusion,results/discussion/conclusion,"a trade-off between offspring protection and autopreservation
 is seen in many different types of animals, especially the ones with complex systems of parental care,
 such as birds (ghalambor and martin 2001; santos and
 nakagawa 2012)."
08739749_012631,"hirschenhauser k, oliveira rf (2006) social modulation of andro- gens in male vertebrates: meta-analyses of the challenge hypothe- sis. anim behav 71:265–277. https://doi.org/10.1016/j.anbehav. 2005.04.014",TRUE,discussion/conclusion,results/discussion/conclusion,"even though it is known that andro- gens favor aggression (e.g., hirschenhauser and oliveira 2006), it seems that they are not necessary for the expres- sion of aggressive behavior, at least in this species."
08888892_000803,"frankham, r. (2015). genetic rescue of small inbred populations: meta-analysis reveals large and consistent benefits of gene flow. molecular ecology, 24(11), 2610–2618.",TRUE,discussion/conclusion,results/discussion/conclusion,"classical recommendations support the use of individuals from highly variable and ecologically similar populations to maximize evolutionary potential and avoid inbreeding and outbreeding depression (finger et al., 2011; frankham, 2015; pickup et al., 2013; ralls et al., 2020), and these criteria can be applied to populations but also, if data are available, to individual candidates."
08888892_000803,"wood, j. l., yates, m. c., & fraser, d. j. (2016). are heritability and selection related to population size in nature? meta-analysis and conservation implications. evolutionary applications, 9(5), 640–657.",TRUE,introduction,introduction,"although concerns about the lack of correlation between low genetic variation and reduced fitness in small populations have been raised (aguilar et al., 2004; benazzo et al., 2017; fraser et al., 2014; wood et al., 2016), wildlife corridors and animal translocation projects have proved to be effective tools for increasing genetic variation and boosting population growth (hogg et al., 2006; madsen et al., 2020; pimm et al., 2006). the genetic rescue (gr) approach, which shares some of the features of demographic rescue, prioritizes the genetic rather than demographic aspects of translocations."
08888892_003238,"pilotto, f., kühn, i., adrian, r., alber, r., alignier, a., andrews, c., bäck,
 j., barbaro, l., beaumont, d., beenaerts, n., benham, s., boukal, d. s.,
 bretagnolle, v., camatti, e., canullo, r., cardoso, p. g., ens, b. j., everaert,
 g., evtimova, v., … haase, p. (2020). meta-analysis of multidecadal
 biodiversity trends in europe. nature communications, 11(1), 3486.",TRUE,introduction,introduction,"the eu itself spans an extensive territory of over four million
 km2, encompassing up to nine biogeographical regions
 that clearly differ in biodiversity at the local level (i.e., trends
 in species abundance, richness, and diversity) (essl et al., 2013;
 pilotto et al., 2020)."
08888892_003590,"lamb, p. d., hunter, e., pinnegar, j. k., creer, s., davies, r. g., & taylor, m. i. (2019). how quantitative is metabarcoding: a meta-analytical approach. molecular ecology, 28(2), 420–430",TRUE,discussion/conclusion,results/discussion/conclusion,"however, the ability to quantify species abundance from edna metabarcoding data in natural systems still needs to be fully understood, and caution must be exercised when basing any conclusions on the relative abundance of sequences (fonseca, 2018; lamb et al., 2019)."
08888892_008109,"garcía-ruiz, j. m., beguería, s., nadal-romero, e., gonzález-hidalgo, j. c.,
 lana-renault, n., & sanjuán, y. (2015). a meta-analysis of soil erosion rates
 across the world. geomorphology, 239, 160–173.",TRUE,methods,methods,"soil formation rates vary widely worldwide,
 depending on climate, geology, topography, and other factors
 (garcía-ruiz et al., 2015)."
